Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/01  01:00:00,1.00257943385,5.70112960297,0.0,5.6731622246,0.0,0.140954758198,0.140954758198,0.140954758198,0.154019476112,0.0331798974413,0.092942924749,0.40603492295,0.1588034544
 01/01  02:00:00,0.829377131838,6.32045304591,0.0,6.29470245734,0.0,0.155412067242,0.155412067242,0.155412067242,0.0898447275923,0.0193549373138,0.0761857795615,0.373851210082,0.0980844100461
 01/01  03:00:00,0.772655342772,6.73168778276,0.0,6.70623575173,0.0,0.164726649177,0.164726649177,0.164726649177,0.0641747963185,0.013824954979,0.0623264934745,0.369516703299,0.0814417455241
 01/01  04:00:00,0.771966747738,7.08932976339,0.0,7.06423600142,0.0,0.172923994042,0.172923994042,0.172923994042,0.0641747963185,0.013824954979,0.0539764305342,0.364315295158,0.0861072767058
 01/01  05:00:00,0.824317133373,7.31873257995,0.0,7.2945867382,0.0,0.178160081355,0.178160081355,0.178160081355,0.0641747963185,0.013824954979,0.0658228643082,0.350553236121,0.135137200292
 01/01  06:00:00,1.09539864244,7.5243951738,0.0,7.49745035503,0.0,0.182852359825,0.182852359825,0.182852359825,0.0641747963185,0.013824954979,0.080078180578,0.391189237216,0.346635113523
 01/01  07:00:00,1.71062089423,7.36398697793,0.0,7.33285488954,0.0,0.178827965102,0.178827965102,0.178827965102,0.147602041092,0.0317973945638,0.14038354292,0.451980694856,0.743385255696
 01/01  08:00:00,2.15511429387,7.89697631126,0.0,7.86389613486,0.0,0.191778586207,0.191778586207,0.191778586207,0.301621517204,0.0649772920051,0.228567290958,0.480263351619,0.856262255879
 01/01  09:00:00,2.06653086631,6.52393603158,0.0,6.49596865321,0.0,0.158418634096,0.158418634096,0.158418634096,0.2887865675,0.062212303412,0.30112795013,0.40603492295,0.833306488225
 01/01  10:00:00,1.79417570774,5.35735275805,0.0,5.33355025748,0.0,0.130070477827,0.130070477827,0.130070477827,0.147602041092,0.0317973945638,0.375064554145,0.345568553319,0.747428686795
 01/01  11:00:00,1.69916788181,5.80091859778,0.0,5.77655630181,0.0,0.141877264442,0.141877264442,0.141877264442,0.121932141685,0.0262674173776,0.395792849183,0.353695753539,0.642958455584
 01/01  12:00:00,1.56804822824,3.60832237706,0.0,3.58395261715,0.0,0.0875259007081,0.0875259007081,0.0875259007081,0.121932141685,0.0262674173776,0.413608485392,0.353804116208,0.548266166868
 01/01  13:00:00,1.45768185674,2.86262538641,0.0,2.83866614313,0.0,0.0695874812722,0.0695874812722,0.0695874812722,0.121932141685,0.0262674173776,0.399656479991,0.347844169381,0.475750167031
 01/01  14:00:00,1.37996485433,2.575072254,0.0,2.55028451352,0.0,0.0628850579763,0.0628850579763,0.0628850579763,0.121932141685,0.0262674173776,0.361435815596,0.359872425705,0.430927995989
 01/01  15:00:00,1.3408811748,2.75356604725,0.0,2.72738255023,0.0,0.0678172706811,0.0678172706811,0.0678172706811,0.128349576704,0.0276499030931,0.331767743197,0.380136244918,0.388516436209
 01/01  16:00:00,1.4206065953,3.00810947861,0.0,2.98047051354,0.0,0.0744456102408,0.0744456102408,0.0744456102408,0.160436990796,0.0345623831569,0.339922588697,0.401266965488,0.393328056924
 01/01  17:00:00,1.74462829361,3.55932031483,0.0,3.52662826325,0.0,0.0882033345981,0.0882033345981,0.0882033345981,0.269534103112,0.0580648119413,0.389638662656,0.4746284928,0.447914888503
 01/01  18:00:00,2.35867824438,4.83572232644,0.0,4.79600670853,0.0,0.11993621452,0.11993621452,0.11993621452,0.500563357112,0.107834640941,0.480421867651,0.576597764883,0.556680399269
 01/01  19:00:00,2.76665739218,3.78026134261,0.0,3.73714216863,0.0,0.0924833852182,0.0924833852182,0.0924833852182,0.744427560815,0.160369475696,0.432594020017,0.626011142216,0.66412780822
 01/01  20:00:00,2.75178581042,3.82916984848,0.0,3.78466238191,0.0,0.0930780218382,0.0930780218382,0.0930780218382,0.789349924612,0.170046944353,0.349590650728,0.646166598759,0.686909670133
 01/01  21:00:00,2.54620416445,3.90925909114,0.0,3.86322151713,0.0,0.0951528443239,0.0951528443239,0.0951528443239,0.680252812296,0.146544515569,0.310730298291,0.668380946025,0.628498747947
 01/01  22:00:00,2.30886590092,4.13731452561,0.0,4.09235175877,0.0,0.100843823017,0.100843823017,0.100843823017,0.571155699981,0.123042103946,0.293949140492,0.652776721604,0.550454411881
 01/01  23:00:00,1.87861045838,4.45253871025,0.0,4.41362919771,0.0,0.108928929151,0.108928929151,0.108928929151,0.429971093908,0.0926271950982,0.234174068073,0.564894596568,0.431370575578
 01/01  24:00:00,1.42914856868,4.58989387356,0.0,4.55608223117,0.0,0.112491516227,0.112491516227,0.112491516227,0.295204002519,0.0635947891276,0.151455627092,0.490882893238,0.298875740472
 01/02  01:00:00,0.961403600213,4.76282703762,0.0,4.73485965925,0.0,0.116916840494,0.116916840494,0.116916840494,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148239221544
 01/02  02:00:00,0.785107753497,4.9090921004,0.0,4.88334151182,0.0,0.120649414424,0.120649414424,0.120649414424,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0925247085987
 01/02  03:00:00,0.722393358608,4.92647103704,0.0,4.90101900601,0.0,0.121154820176,0.121154820176,0.121154820176,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0773628287894
 01/02  04:00:00,0.716248509366,5.00115494211,0.0,4.97606118014,0.0,0.122949938631,0.122949938631,0.122949938631,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0817284979174
 01/02  05:00:00,0.758177512765,5.02474088771,0.0,5.00059504596,0.0,0.123646098698,0.123646098698,0.123646098698,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126182717956
 01/02  06:00:00,1.00603421949,5.01672319074,0.0,4.98977837197,0.0,0.123345242864,0.123345242864,0.123345242864,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.320874500133
 01/02  07:00:00,1.58116453025,4.85232022083,0.0,4.82118813244,0.0,0.119075222867,0.119075222867,0.119075222867,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.684307146168
 01/02  08:00:00,1.98635565125,4.74341258706,0.0,4.71033241066,0.0,0.116106355333,0.116106355333,0.116106355333,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.78433720605
 01/02  09:00:00,1.90434171889,4.25700296298,0.0,4.22903558461,0.0,0.103935561173,0.103935561173,0.103935561173,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.758037714612
 01/02  10:00:00,1.63846554959,3.6408825408,0.0,3.61708004023,0.0,0.0887839137265,0.0887839137265,0.0887839137265,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.678036151204
 01/02  11:00:00,1.54503485993,3.98725785809,0.0,3.96289556212,0.0,0.0982735498469,0.0982735498469,0.0982735498469,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.583345377592
 01/02  12:00:00,1.43773947174,2.43117697538,0.0,2.40680721547,0.0,0.0591842176108,0.0591842176108,0.0591842176108,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.498787852983
 01/02  13:00:00,1.33999406493,1.74975898749,0.0,1.7257997442,0.0,0.0426230096172,0.0426230096172,0.0426230096172,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.432837352971
 01/02  14:00:00,1.26877226512,1.33154879049,0.0,1.30676105001,0.0,0.0324907710781,0.0324907710781,0.0324907710781,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.393717726197
 01/02  15:00:00,1.23028103258,1.22652433989,0.0,1.20034084287,0.0,0.0300318374731,0.0300318374731,0.0300318374731,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.354827299366
 01/02  16:00:00,1.31009265713,1.39645653602,0.0,1.36881757095,0.0,0.0344887425772,0.0344887425772,0.0344887425772,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.359829959273
 01/02  17:00:00,1.62349485403,1.77564743859,0.0,1.742955387,0.0,0.0441136595402,0.0441136595402,0.0441136595402,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.406789043227
 01/02  18:00:00,2.22379351226,2.79751407035,0.0,2.75779845243,0.0,0.0698298675755,0.0698298675755,0.0698298675755,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.507253944314
 01/02  19:00:00,2.62715270829,2.10391028893,0.0,2.06079111496,0.0,0.0514373533468,0.0514373533468,0.0514373533468,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.599979471742
 01/02  20:00:00,2.60710893862,2.23223541551,0.0,2.18772794894,0.0,0.0544946515525,0.0544946515525,0.0544946515525,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.615060922805
 01/02  21:00:00,2.40970642575,2.53262368991,0.0,2.4865861159,0.0,0.0619624697696,0.0619624697696,0.0619624697696,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.560046754126
 01/02  22:00:00,2.18492519561,2.85258669434,0.0,2.80762392751,0.0,0.0699043285104,0.0699043285104,0.0699043285104,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.493060058546
 01/02  23:00:00,1.77993880819,3.40195762511,0.0,3.36304811258,0.0,0.0836787563584,0.0836787563584,0.0836787563584,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.386242310112
 01/02  24:00:00,1.3701532378,3.93880951964,0.0,3.90499787725,0.0,0.0971290860411,0.0971290860411,0.0971290860411,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.270777685114
 01/03  01:00:00,0.959136526808,4.63350231932,0.0,4.60553494094,0.0,0.114425434706,0.114425434706,0.114425434706,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148463553927
 01/03  02:00:00,0.788756693005,5.0405504557,0.0,5.01479986712,0.0,0.124186214179,0.124186214179,0.124186214179,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0926368483516
 01/03  03:00:00,0.732026855213,5.31881962604,0.0,5.29336759502,0.0,0.130709263386,0.130709263386,0.130709263386,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0774418821841
 01/03  04:00:00,0.728785303582,5.5211258822,0.0,5.49603212023,0.0,0.135398488499,0.135398488499,0.135398488499,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0818167422647
 01/03  05:00:00,0.774868827659,5.7210372314,0.0,5.69689138965,0.0,0.140157440412,0.140157440412,0.140157440412,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126362691137
 01/03  06:00:00,1.02443793728,5.76794327826,0.0,5.74099845949,0.0,0.141180108854,0.141180108854,0.141180108854,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.321443351933
 01/03  07:00:00,1.60056231456,5.6204462842,0.0,5.58931419581,0.0,0.137173807719,0.137173807719,0.137173807719,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.685606345623
 01/03  08:00:00,2.01758915055,5.9876347486,0.0,5.9545545722,0.0,0.145822425597,0.145822425597,0.145822425597,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.785854635086
 01/03  09:00:00,1.9253132864,5.0800305235,0.0,5.05206314512,0.0,0.123430302711,0.123430302711,0.123430302711,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.759514540592
 01/03  10:00:00,1.65669471532,4.35459975558,0.0,4.33079725501,0.0,0.105686753441,0.105686753441,0.105686753441,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.679362477223
 01/03  11:00:00,1.56559616811,4.79205749026,0.0,4.76769519428,0.0,0.117696032983,0.117696032983,0.117696032983,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.584484202628
 01/03  12:00:00,1.45919699921,3.27735277579,0.0,3.25298301588,0.0,0.0796765852388,0.0796765852388,0.0796765852388,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.499753012823
 01/03  13:00:00,1.3614647303,2.59545784722,0.0,2.57149860394,0.0,0.0632640750415,0.0632640750415,0.0632640750415,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.433666952913
 01/03  14:00:00,1.29551907382,2.3853011466,0.0,2.36051340612,0.0,0.0584939318936,0.0584939318936,0.0584939318936,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.39446137408
 01/03  15:00:00,1.2603026483,2.41564503572,0.0,2.3894615387,0.0,0.0593908924668,0.0593908924668,0.0593908924668,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.355489860094
 01/03  16:00:00,1.34254458869,2.67268366485,0.0,2.64504469978,0.0,0.0662707674934,0.0662707674934,0.0662707674934,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.360499865917
 01/03  17:00:00,1.65729235257,3.10911271535,0.0,3.07642066377,0.0,0.0771466476235,0.0771466476235,0.0771466476235,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.407553553688
 01/03  18:00:00,2.26272653982,4.3376330582,0.0,4.29791744028,0.0,0.10780364568,0.10780364568,0.10780364568,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.508213193763
 01/03  19:00:00,2.66079001216,3.44037304512,0.0,3.39725387115,0.0,0.0839427965834,0.0839427965834,0.0839427965834,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.601111332372
 01/03  20:00:00,2.64030856767,3.55237720106,0.0,3.50786973448,0.0,0.0865400953767,0.0865400953767,0.0865400953767,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.616215108034
 01/03  21:00:00,2.44335477103,3.87225364221,0.0,3.8262160682,0.0,0.0945596250958,0.0945596250958,0.0945596250958,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.561097944078
 01/03  22:00:00,2.21820597434,4.185947925,0.0,4.14098515817,0.0,0.102261255304,0.102261255304,0.102261255304,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.493983910483
 01/03  23:00:00,1.80861145905,4.56636272664,0.0,4.5274532141,0.0,0.111645895578,0.111645895578,0.111645895578,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.38694782175
 01/03  24:00:00,1.39429992875,4.93890099095,0.0,4.90508934856,0.0,0.120808612673,0.120808612673,0.120808612673,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.271244849434
 01/04  01:00:00,0.976872853012,5.39039493229,0.0,5.36242755392,0.0,0.131944526371,0.131944526371,0.131944526371,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148680788466
 01/04  02:00:00,0.804177475218,5.69871059149,0.0,5.67296000292,0.0,0.139498420028,0.139498420028,0.139498420028,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0927454247152
 01/04  03:00:00,0.750631373996,6.1060163208,0.0,6.08056428978,0.0,0.149237243332,0.149237243332,0.149237243332,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0775184210208
 01/04  04:00:00,0.74906077479,6.359200146,0.0,6.33410638403,0.0,0.155588519376,0.155588519376,0.155588519376,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0819021825966
 01/04  05:00:00,0.801060611249,6.79499753861,0.0,6.77085169686,0.0,0.166174959985,0.166174959985,0.166174959985,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126536955153
 01/04  06:00:00,1.0572021932,7.09521880668,0.0,7.06827398791,0.0,0.173393675425,0.173393675425,0.173393675425,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.321994041287
 01/04  07:00:00,1.64998835896,7.59312177866,0.0,7.56198969027,0.0,0.185342147098,0.185342147098,0.185342147098,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.686864050643
 01/04  08:00:00,2.05657227602,7.51615055141,0.0,7.48307037501,0.0,0.183336586839,0.183336586839,0.183336586839,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.787323599313
 01/04  09:00:00,1.95699808287,6.32974597555,0.0,6.30177859718,0.0,0.153685441222,0.153685441222,0.153685441222,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.760944198544
 01/04  10:00:00,1.68657928049,5.5302660931,0.0,5.50646359253,0.0,0.134287353834,0.134287353834,0.134287353834,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.680646441997
 01/04  11:00:00,1.59376011643,5.92350853583,0.0,5.89914623985,0.0,0.144757536216,0.144757536216,0.144757536216,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.585586647721
 01/04  12:00:00,1.47760539103,4.0031369591,0.0,3.97876719919,0.0,0.097150643396,0.097150643396,0.097150643396,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.500687346495
 01/04  13:00:00,1.37861247856,3.27594778116,0.0,3.25198853787,0.0,0.0796087241414,0.0796087241414,0.0796087241414,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.434470052079
 01/04  14:00:00,1.30576499458,2.78800767833,0.0,2.76321993785,0.0,0.0680199593064,0.0680199593064,0.0680199593064,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.395181267429
 01/04  15:00:00,1.26944220857,2.7796470989,0.0,2.75346360188,0.0,0.0678890540291,0.0678890540291,0.0678890540291,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.356131258802
 01/04  16:00:00,1.34935040434,2.93673296548,0.0,2.90909400041,0.0,0.07242807371,0.07242807371,0.07242807371,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.361148375348
 01/04  17:00:00,1.66767986109,3.50481410403,0.0,3.47212205245,0.0,0.0867940634182,0.0867940634182,0.0867940634182,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.408293646408
 01/04  18:00:00,2.27722175615,4.89217580758,0.0,4.85246018966,0.0,0.121370251452,0.121370251452,0.121370251452,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.509141804321
 01/04  19:00:00,2.67667149529,4.04484116056,0.0,4.00172198659,0.0,0.0987285691229,0.0987285691229,0.0987285691229,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.602207042963
 01/04  20:00:00,2.65942753879,4.29369497843,0.0,4.24918751186,0.0,0.10454174599,0.10454174599,0.10454174599,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.617332428543
 01/04  21:00:00,2.45821076862,4.4501114865,0.0,4.40407391249,0.0,0.10839801101,0.10839801101,0.10839801101,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.562115555754
 01/04  22:00:00,2.23704083057,4.92961016371,0.0,4.88464739687,0.0,0.120201755907,0.120201755907,0.120201755907,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.494878266107
 01/04  23:00:00,1.8279034741,5.32771190738,0.0,5.28880239484,0.0,0.130254954545,0.130254954545,0.130254954545,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.387630777833
 01/04  24:00:00,1.41415550903,5.73840743163,0.0,5.70459578924,0.0,0.140211976549,0.140211976549,0.140211976549,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.271697065834
 01/05  01:00:00,0.995228916016,6.13696274731,0.0,6.10899536894,0.0,0.150090485452,0.150090485452,0.150090485452,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.148890892389
 01/05  02:00:00,0.821983605551,6.43091996611,0.0,6.40516937754,0.0,0.157199578089,0.157199578089,0.157199578089,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0928503969871
 01/05  03:00:00,0.765906095196,6.7345506669,0.0,6.70909863587,0.0,0.164437970733,0.164437970733,0.164437970733,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0775924148197
 01/05  04:00:00,0.760112628064,6.82338392216,0.0,6.79829016019,0.0,0.166557778599,0.166557778599,0.166557778599,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0819847766474
 01/05  05:00:00,0.804186804961,6.94166275901,0.0,6.91751691725,0.0,0.169132705717,0.169132705717,0.169132705717,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126705403133
 01/05  06:00:00,1.05385126514,6.96715921754,0.0,6.94021439877,0.0,0.169510391106,0.169510391106,0.169510391106,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.322526397544
 01/05  07:00:00,1.62879458457,6.70543786331,0.0,6.67430577492,0.0,0.162932535197,0.162932535197,0.162932535197,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.688079888158
 01/05  08:00:00,2.05012342453,7.22814593999,0.0,7.1950657636,0.0,0.175467671005,0.175467671005,0.175467671005,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.788743663661
 01/05  09:00:00,1.9624865251,6.4921149014,0.0,6.46414752302,0.0,0.157791816911,0.157791816911,0.157791816911,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.762326265085
 01/05  10:00:00,1.69160507448,5.68545271465,0.0,5.66165021408,0.0,0.138071924531,0.138071924531,0.138071924531,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.681887665294
 01/05  11:00:00,1.60150423709,6.18479370165,0.0,6.16043140568,0.0,0.15143590233,0.15143590233,0.15143590233,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.586652402268
 01/05  12:00:00,1.49220958867,4.56232547089,0.0,4.53795571097,0.0,0.110851618551,0.110851618551,0.110851618551,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.50159056898
 01/05  13:00:00,1.40231377694,4.1875206625,0.0,4.16356141922,0.0,0.102533657903,0.102533657903,0.102533657903,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.43524641669
 01/05  14:00:00,1.34208941214,4.22279853132,0.0,4.19801079084,0.0,0.103648447122,0.103648447122,0.103648447122,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.395877197167
 01/05  15:00:00,1.3085311842,4.29814556578,0.0,4.27196206876,0.0,0.106357982263,0.106357982263,0.106357982263,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.356751306202
 01/05  16:00:00,1.38419344632,4.31265961506,0.0,4.28502064999,0.0,0.106644194268,0.106644194268,0.106644194268,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.361775296764
 01/05  17:00:00,1.68709548585,4.27845493455,0.0,4.24576288297,0.0,0.105494237426,0.105494237426,0.105494237426,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.409009097158
 01/05  18:00:00,2.28431429182,5.1651116942,0.0,5.12539607629,0.0,0.127565106925,0.127565106925,0.127565106925,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.510039484524
 01/05  19:00:00,2.70442060635,5.06960958254,0.0,5.02649040857,0.0,0.125418448583,0.125418448583,0.125418448583,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.603266274559
 01/05  20:00:00,2.65190508526,3.91508408391,0.0,3.87057661734,0.0,0.0959391681975,0.0959391681975,0.0959391681975,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.618412552809
 01/05  21:00:00,2.44403978487,3.83501258245,0.0,3.78897500844,0.0,0.093243288995,0.093243288995,0.093243288995,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.563099294025
 01/05  22:00:00,2.21249805617,3.88383970004,0.0,3.83887693321,0.0,0.0947944207087,0.0947944207087,0.0947944207087,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.495742826908
 01/05  23:00:00,1.79826601729,4.08078523568,0.0,4.04187572314,0.0,0.0999572759465,0.0999572759465,0.0999572759465,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.388290999618
 01/05  24:00:00,1.38266760014,4.40694844835,0.0,4.37313680596,0.0,0.108286903842,0.108286903842,0.108286903842,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.272134229657
 01/06  01:00:00,0.964204086686,4.82309857086,0.0,4.79513119249,0.0,0.118862735546,0.118862735546,0.118862735546,0.154019476112,0.0331798974413,0.0863692416722,0.40603492295,0.149093812965
 01/06  02:00:00,0.787739934744,4.97867130369,0.0,4.95292071512,0.0,0.122854564974,0.122854564974,0.122854564974,0.0898447275923,0.0193549373138,0.0722387554862,0.373851210082,0.0929517392958
 01/06  03:00:00,0.727301702954,5.10629582721,0.0,5.08084379618,0.0,0.125762148854,0.125762148854,0.125762148854,0.0641747963185,0.013824954979,0.0597152550472,0.369516703299,0.0776638444564
 01/06  04:00:00,0.72351446425,5.27375430042,0.0,5.24866053845,0.0,0.129879885794,0.129879885794,0.129879885794,0.0641747963185,0.013824954979,0.0526110263622,0.364315295158,0.0820645056381
 01/06  05:00:00,0.763015447231,5.18612423886,0.0,5.16197839711,0.0,0.127798747486,0.127798747486,0.127798747486,0.0641747963185,0.013824954979,0.0631517086927,0.350553236121,0.126868003634
 01/06  06:00:00,1.01175475216,5.16161559452,0.0,5.13467077575,0.0,0.126900010086,0.126900010086,0.126900010086,0.0641747963185,0.013824954979,0.0759814879778,0.391189237216,0.323040265585
 01/06  07:00:00,1.58652681095,4.86607074731,0.0,4.83493865892,0.0,0.119491151427,0.119491151427,0.119491151427,0.147602041092,0.0317973945638,0.129758030703,0.451980694856,0.689253498313
 01/06  08:00:00,2.00400061761,5.22231092943,0.0,5.18923075304,0.0,0.127974120138,0.127974120138,0.127974120138,0.301621517204,0.0649772920051,0.207405929039,0.480263351619,0.790114407608
 01/06  09:00:00,1.91880862195,4.60164537882,0.0,4.57367800045,0.0,0.112779847914,0.112779847914,0.112779847914,0.2887865675,0.062212303412,0.268690649238,0.40603492295,0.763660330932
 01/06  10:00:00,1.6658460735,4.52218691668,0.0,4.49838441611,0.0,0.111114809305,0.111114809305,0.111114809305,0.147602041092,0.0317973945638,0.330033495679,0.345568553319,0.683085779537
 01/06  11:00:00,1.58508120872,5.40576751658,0.0,5.3814052206,0.0,0.133984162913,0.133984162913,0.133984162913,0.121932141685,0.0262674173776,0.344876619894,0.353695753539,0.587681113314
 01/06  12:00:00,1.49386089255,4.52128566511,0.0,4.4969159052,0.0,0.111631091281,0.111631091281,0.111631091281,0.121932141685,0.0262674173776,0.361119725873,0.353804116208,0.502462400128
 01/06  13:00:00,1.40280879872,4.14589663062,0.0,4.12193738734,0.0,0.102279295033,0.102279295033,0.102279295033,0.121932141685,0.0262674173776,0.3518459739,0.347844169381,0.435995801344
 01/06  14:00:00,1.34119985035,4.13458234705,0.0,4.10979460657,0.0,0.102087126053,0.102087126053,0.102087126053,0.121932141685,0.0262674173776,0.317847783081,0.359872425705,0.396548956447
 01/06  15:00:00,1.30347593793,4.06293787533,0.0,4.03675437831,0.0,0.100704223528,0.100704223528,0.100704223528,0.128349576704,0.0276499030931,0.292642171022,0.380136244918,0.357349818667
 01/06  16:00:00,1.38066082551,4.13713161062,0.0,4.10949264555,0.0,0.102506425722,0.102506425722,0.102506425722,0.160436990796,0.0345623831569,0.302863615842,0.401266965488,0.362380444507
 01/06  17:00:00,1.68080265478,3.98655018929,0.0,3.95385813771,0.0,0.0985108196205,0.0985108196205,0.0985108196205,0.269534103112,0.0580648119413,0.353720743409,0.4746284928,0.409699683903
 01/06  18:00:00,2.27804208094,4.86226321844,0.0,4.82254760053,0.0,0.120426378513,0.120426378513,0.120426378513,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.510906002052
 01/06  19:00:00,2.67090543136,3.70402842774,0.0,3.66090925376,0.0,0.0908808263956,0.0908808263956,0.0908808263956,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.604288721757
